A00	Vəba
X37.1.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.1.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.1.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.2.0	İdman məşğələləri zamanı
X37.2.1	Asudə vaxtda məşğələlər zamanı
X37.2.2	Gəlir əldə etmək üçün iş zamanı
X37.2.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.2.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.2.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.2.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.3.0	İdman məşğələləri zamanı
X37.3.1	Asudə vaxtda məşğələlər zamanı
X37.3.2	Gəlir əldə etmək üçün iş zamanı
X37.3.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.3.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.3.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.3.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.4.0	İdman məşğələləri zamanı
X37.4.1	Asudə vaxtda məşğələlər zamanı
X37.4.2	Gəlir əldə etmək üçün iş zamanı
X37.4.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.4.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.4.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.4.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.5.0	İdman məşğələləri zamanı
X37.5.1	Asudə vaxtda məşğələlər zamanı
X37.5.2	Gəlir əldə etmək üçün iş zamanı
X37.5.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.5.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.5.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.5.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.6.0	İdman məşğələləri zamanı
X37.6.1	Asudə vaxtda məşğələlər zamanı
X37.6.2	Gəlir əldə etmək üçün iş zamanı
X37.6.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.6.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.6.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.6.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.7.0	İdman məşğələləri zamanı
X37.7.1	Asudə vaxtda məşğələlər zamanı
X37.7.2	Gəlir əldə etmək üçün iş zamanı
X37.7.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.7.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.7.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.7.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.8.0	İdman məşğələləri zamanı
X37.8.1	Asudə vaxtda məşğələlər zamanı
X37.8.2	Gəlir əldə etmək üçün iş zamanı
X37.8.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.8.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.8.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.8.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X37.9.0	İdman məşğələləri zamanı
X37.9.1	Asudə vaxtda məşğələlər zamanı
X37.9.2	Gəlir əldə etmək üçün iş zamanı
X37.9.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X37.9.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X37.9.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X37.9.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.0.0	İdman məşğələləri zamanı
X38.0.1	Asudə vaxtda məşğələlər zamanı
X38.0.2	Gəlir əldə etmək üçün iş zamanı
X38.0.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.0.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.0.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.0.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.1.0	İdman məşğələləri zamanı
X38.1.1	Asudə vaxtda məşğələlər zamanı
X38.1.2	Gəlir əldə etmək üçün iş zamanı
X38.1.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.1.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.1.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.1.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.2.0	İdman məşğələləri zamanı
X38.2.1	Asudə vaxtda məşğələlər zamanı
X38.2.2	Gəlir əldə etmək üçün iş zamanı
X38.2.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.2.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.2.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.2.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.3.0	İdman məşğələləri zamanı
X38.3.1	Asudə vaxtda məşğələlər zamanı
X38.3.2	Gəlir əldə etmək üçün iş zamanı
X38.3.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.3.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.3.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.3.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.4.0	İdman məşğələləri zamanı
X38.4.1	Asudə vaxtda məşğələlər zamanı
X38.4.2	Gəlir əldə etmək üçün iş zamanı
X38.4.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.4.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.4.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.4.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.5.0	İdman məşğələləri zamanı
X38.5.1	Asudə vaxtda məşğələlər zamanı
X38.5.2	Gəlir əldə etmək üçün iş zamanı
X38.5.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.5.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.5.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.5.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.6.0	İdman məşğələləri zamanı
X38.6.1	Asudə vaxtda məşğələlər zamanı
X38.6.2	Gəlir əldə etmək üçün iş zamanı
X38.6.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.6.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.6.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.6.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.7.0	İdman məşğələləri zamanı
X38.7.1	Asudə vaxtda məşğələlər zamanı
X38.7.2	Gəlir əldə etmək üçün iş zamanı
X38.7.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.7.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.7.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.7.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.8.0	İdman məşğələləri zamanı
X38.8.1	Asudə vaxtda məşğələlər zamanı
X38.8.2	Gəlir əldə etmək üçün iş zamanı
X38.8.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.8.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.8.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.8.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X38.9.0	İdman məşğələləri zamanı
X38.9.1	Asudə vaxtda məşğələlər zamanı
X38.9.2	Gəlir əldə etmək üçün iş zamanı
X38.9.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X38.9.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X38.9.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X38.9.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.0.0	İdman məşğələləri zamanı
X39.0.1	Asudə vaxtda məşğələlər zamanı
X39.0.2	Gəlir əldə etmək üçün iş zamanı
X39.0.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.0.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.0.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.0.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.1.0	İdman məşğələləri zamanı
X39.1.1	Asudə vaxtda məşğələlər zamanı
X39.1.2	Gəlir əldə etmək üçün iş zamanı
X39.1.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.1.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.1.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.1.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.2.0	İdman məşğələləri zamanı
X39.2.1	Asudə vaxtda məşğələlər zamanı
X39.2.2	Gəlir əldə etmək üçün iş zamanı
X39.2.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.2.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.2.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.2.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.3.0	İdman məşğələləri zamanı
X39.3.1	Asudə vaxtda məşğələlər zamanı
X39.3.2	Gəlir əldə etmək üçün iş zamanı
X39.3.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.3.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.3.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.3.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.4.0	İdman məşğələləri zamanı
X39.4.1	Asudə vaxtda məşğələlər zamanı
X39.4.2	Gəlir əldə etmək üçün iş zamanı
X39.4.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.4.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.4.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.4.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.5.0	İdman məşğələləri zamanı
X39.5.1	Asudə vaxtda məşğələlər zamanı
X39.5.2	Gəlir əldə etmək üçün iş zamanı
X39.5.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.5.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.5.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.5.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.6.0	İdman məşğələləri zamanı
X39.6.1	Asudə vaxtda məşğələlər zamanı
X39.6.2	Gəlir əldə etmək üçün iş zamanı
X39.6.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.6.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.6.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.6.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.7.0	İdman məşğələləri zamanı
X39.7.1	Asudə vaxtda məşğələlər zamanı
X39.7.2	Gəlir əldə etmək üçün iş zamanı
X39.7.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.7.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.7.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.7.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.8.0	İdman məşğələləri zamanı
X39.8.1	Asudə vaxtda məşğələlər zamanı
X39.8.2	Gəlir əldə etmək üçün iş zamanı
X39.8.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.8.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.8.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.8.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X39.9.0	İdman məşğələləri zamanı
X39.9.1	Asudə vaxtda məşğələlər zamanı
X39.9.2	Gəlir əldə etmək üçün iş zamanı
X39.9.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X39.9.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X39.9.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X39.9.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40	Qeyri-opioid analgetiklərin, qızdırmasalıcı və antirevmatik vasitələrin təsiri və təsadüfi zəhərlənmələr
X40.0.0	İdman məşğələləri zamanı
X40.0.1	Asudə vaxtda məşğələlər zamanı
X40.0.2	Gəlir əldə etmək üçün iş zamanı
X40.0.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.0.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.0.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.0.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.1.0	İdman məşğələləri zamanı
X40.1.1	Asudə vaxtda məşğələlər zamanı
X40.1.2	Gəlir əldə etmək üçün iş zamanı
X40.1.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.1.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.1.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.1.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.2.0	İdman məşğələləri zamanı
X40.2.1	Asudə vaxtda məşğələlər zamanı
X40.2.2	Gəlir əldə etmək üçün iş zamanı
X40.2.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.2.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.2.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.2.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.3.0	İdman məşğələləri zamanı
X40.3.1	Asudə vaxtda məşğələlər zamanı
X40.3.2	Gəlir əldə etmək üçün iş zamanı
X40.3.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.3.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.3.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.3.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.4.0	İdman məşğələləri zamanı
X40.4.1	Asudə vaxtda məşğələlər zamanı
X40.4.2	Gəlir əldə etmək üçün iş zamanı
X40.4.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.4.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.4.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.4.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.5.0	İdman məşğələləri zamanı
X40.5.1	Asudə vaxtda məşğələlər zamanı
X40.5.2	Gəlir əldə etmək üçün iş zamanı
X40.5.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.5.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.5.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.5.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.6.0	İdman məşğələləri zamanı
X40.6.1	Asudə vaxtda məşğələlər zamanı
X40.6.2	Gəlir əldə etmək üçün iş zamanı
X40.6.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.6.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.6.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.6.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.7.0	İdman məşğələləri zamanı
X40.7.1	Asudə vaxtda məşğələlər zamanı
X40.7.2	Gəlir əldə etmək üçün iş zamanı
X40.7.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.7.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.7.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.7.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.8.0	İdman məşğələləri zamanı
X40.8.1	Asudə vaxtda məşğələlər zamanı
X40.8.2	Gəlir əldə etmək üçün iş zamanı
X40.8.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.8.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.8.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.8.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X40.9.0	İdman məşğələləri zamanı
X40.9.1	Asudə vaxtda məşğələlər zamanı
X40.9.2	Gəlir əldə etmək üçün iş zamanı
X40.9.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X40.9.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X40.9.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X40.9.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41	Qıcolma, parkinsonizm əleyhinə, sedativ yuxugətirici və psixotrop vasitələrin digər rubrikalarda təsadüf olunmayan təsiri və təsadüfi zəhərlənmələri
X41.0.0	İdman məşğələləri zamanı
X41.0.1	Asudə vaxtda məşğələlər zamanı
X41.0.2	Gəlir əldə etmək üçün iş zamanı
X41.0.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.0.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.0.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.0.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.1.0	İdman məşğələləri zamanı
X41.1.1	Asudə vaxtda məşğələlər zamanı
X41.1.2	Gəlir əldə etmək üçün iş zamanı
X41.1.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.1.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.1.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.1.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.2.0	İdman məşğələləri zamanı
X41.2.1	Asudə vaxtda məşğələlər zamanı
X41.2.2	Gəlir əldə etmək üçün iş zamanı
X41.2.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.2.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.2.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.2.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.3.0	İdman məşğələləri zamanı
X41.3.1	Asudə vaxtda məşğələlər zamanı
X41.3.2	Gəlir əldə etmək üçün iş zamanı
X41.3.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.3.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.3.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.3.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.4.0	İdman məşğələləri zamanı
X41.4.1	Asudə vaxtda məşğələlər zamanı
X41.4.2	Gəlir əldə etmək üçün iş zamanı
X41.4.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.4.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.4.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.4.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.5.0	İdman məşğələləri zamanı
X41.5.1	Asudə vaxtda məşğələlər zamanı
X41.5.2	Gəlir əldə etmək üçün iş zamanı
X41.5.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.5.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.5.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.5.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.6.0	İdman məşğələləri zamanı
X41.6.1	Asudə vaxtda məşğələlər zamanı
X41.6.2	Gəlir əldə etmək üçün iş zamanı
X41.6.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.6.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.6.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.6.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.7.0	İdman məşğələləri zamanı
X41.7.1	Asudə vaxtda məşğələlər zamanı
X41.7.2	Gəlir əldə etmək üçün iş zamanı
X41.7.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.7.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.7.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.7.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.8.0	İdman məşğələləri zamanı
X41.8.1	Asudə vaxtda məşğələlər zamanı
X41.8.2	Gəlir əldə etmək üçün iş zamanı
X41.8.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.8.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.8.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
X41.8.9	Dəqiqləşdirilməmiş fəaliyyət zamanı
X41.9.0	İdman məşğələləri zamanı
X41.9.1	Asudə vaxtda məşğələlər zamanı
X41.9.2	Gəlir əldə etmək üçün iş zamanı
X41.9.3	Digər iş növlərinin icrası zamanı-ev vəzifələri,təh sil fəaliyyəti
X41.9.4	İstirahət yuxu,qida qəbulu və digər fəaliyyət növləri zamanı
X41.9.8	Digər dəqiqləşdirilmiş fəaliyyət növləri zamanı
